processo,perda,condenacao,previsto_melhor,previsto_motor_atual
8743665-39.2025.8.18.0636,0,0.00,354.63,353.05
7484624-58.2025.8.25.1570,1,5497.35,9620.60,9620.50
7027504-27.2025.8.02.8689,0,0.00,173.52,173.19
3072239-28.2025.8.26.9172,0,0.00,274.56,277.24
5292539-11.2025.8.15.8172,1,11119.92,3715.95,3665.78
4659039-98.2025.8.22.0014,0,0.00,303.53,305.14
4953786-15.2025.8.03.5251,0,0.00,5377.82,5385.75
5989276-41.2025.8.20.2786,1,18869.09,13772.74,13774.54
8025161-25.2025.8.21.7048,0,0.00,1882.58,1874.56
1405185-97.2025.8.21.9022,0,0.00,576.71,577.93
3019069-39.2025.8.07.7484,0,0.00,366.68,365.29
9777828-96.2025.8.25.2161,0,0.00,1544.55,1551.98
9047343-01.2025.8.18.2072,1,14675.25,8717.76,8807.11
1237846-23.2025.8.18.7680,0,0.00,347.80,345.44
6391960-96.2025.8.16.9288,0,0.00,4236.42,4368.17
9592949-67.2025.8.20.6871,1,12299.02,4486.69,4501.13
4297514-77.2025.8.25.7959,0,0.00,497.39,534.25
7805713-64.2025.8.15.2363,1,7507.53,6318.94,6316.52
1115072-63.2025.8.10.6782,0,0.00,73.64,73.22
3402251-06.2025.8.22.5841,0,0.00,115.93,116.59
6244471-25.2025.8.18.8502,0,0.00,1340.22,1353.88
2377860-96.2025.8.17.1866,1,9228.40,8671.27,8681.81
7925729-35.2025.8.16.6837,0,0.00,125.44,118.45
6666026-53.2025.8.21.9588,1,6313.18,9072.39,9071.85
4868924-78.2025.8.14.7051,0,0.00,12511.74,12504.47
5037564-26.2025.8.03.8249,1,16696.13,10817.68,10902.53
3473641-61.2025.8.14.5090,1,7928.03,6122.68,6135.61
6709674-89.2025.8.08.0535,1,14764.50,14780.65,14775.72
9429925-38.2025.8.08.2018,0,0.00,928.73,937.95
3996683-76.2025.8.01.4083,1,15699.93,8718.59,8845.12
7177913-33.2025.8.26.0738,0,0.00,629.83,632.90
1103683-69.2025.8.26.4334,0,0.00,228.06,230.46
3411969-10.2025.8.10.2971,1,10518.49,3752.07,3756.55
9925443-27.2025.8.09.3374,1,6604.31,4111.89,4223.82
3925978-19.2025.8.16.2471,0,0.00,449.10,446.04
8669848-74.2025.8.03.1381,0,0.00,6855.98,6911.17
1088658-46.2025.8.22.1087,0,0.00,472.41,459.66
4303200-89.2025.8.05.0565,0,0.00,3380.70,3309.69
8358980-15.2025.8.25.2479,0,0.00,2269.69,2191.88
4331114-13.2025.8.10.7396,0,0.00,914.93,958.86
3593756-84.2025.8.09.3212,1,11299.84,9703.58,9727.63
6090202-75.2025.8.21.0341,0,0.00,1765.38,1757.86
3186085-86.2025.8.18.8628,1,7081.80,423.14,419.05
2229875-26.2025.8.12.0233,0,0.00,626.46,629.31
3643594-81.2025.8.03.5531,1,13753.97,11460.23,11452.20
9039010-74.2025.8.26.1675,1,7642.65,5840.36,5841.66
9146853-82.2025.8.18.5102,1,10568.85,275.88,273.69
6286166-61.2025.8.09.9290,0,0.00,261.02,260.09
4728729-44.2025.8.10.8890,0,0.00,287.29,286.08
2260996-53.2025.8.07.1654,1,10736.98,6634.45,6672.14
5455065-65.2025.8.05.8423,1,8342.68,466.17,441.54
6760816-42.2025.8.11.3489,1,7034.32,7876.55,7876.04
3921474-55.2025.8.03.7663,0,0.00,8601.50,8615.48
4118630-11.2025.8.17.4355,1,12735.54,5959.53,5848.90
3973549-74.2025.8.08.7098,0,0.00,192.19,181.45
8067734-64.2025.8.20.3930,1,6969.07,6711.06,6717.67
7935623-61.2025.8.18.4264,0,0.00,349.20,367.14
5192498-15.2025.8.17.2894,0,0.00,655.56,631.36
8697103-23.2025.8.07.1214,0,0.00,2492.48,2483.83
8369708-45.2025.8.09.2282,0,0.00,768.56,739.93
6674232-00.2025.8.16.2473,0,0.00,701.43,665.13
4565075-29.2025.8.22.5440,0,0.00,93.39,95.90
8544344-25.2025.8.01.5056,0,0.00,387.98,407.84
5245694-49.2025.8.26.6677,0,0.00,150.09,144.05
8529869-62.2025.8.07.9473,0,0.00,126.73,121.80
7156253-93.2025.8.27.6406,0,0.00,487.15,474.13
4618274-42.2025.8.20.1543,0,0.00,134.50,135.25
1293691-27.2025.8.07.4820,1,7321.72,4283.91,4288.38
2262458-79.2025.8.10.9101,0,0.00,362.85,372.80
4934764-26.2025.8.17.5546,0,0.00,214.54,212.43
6184181-25.2025.8.06.5257,0,0.00,192.91,193.99
5274413-79.2025.8.07.2151,0,0.00,159.54,159.00
2844632-50.2025.8.20.6409,0,0.00,334.75,330.06
1101118-24.2025.8.13.8976,0,0.00,738.71,733.72
8550090-63.2025.8.25.6557,1,8384.77,9488.25,9491.85
6350691-04.2025.8.07.9550,0,0.00,6988.83,6984.29
4195844-65.2025.8.08.6793,0,0.00,548.48,526.24
3063706-11.2025.8.25.7279,1,9246.55,5839.21,5914.23
4755934-12.2025.8.14.8269,0,0.00,527.99,498.95
6892393-39.2025.8.07.2214,0,0.00,344.24,362.40
1763612-35.2025.8.27.6741,0,0.00,100.14,96.13
8440642-29.2025.8.10.9146,0,0.00,234.46,235.66
2023500-14.2025.8.16.8734,1,9383.77,5097.90,5136.95
7625277-57.2025.8.13.0379,0,0.00,177.40,179.12
5488809-70.2025.8.06.5400,0,0.00,1557.86,1550.47
1067966-04.2025.8.02.4590,0,0.00,1307.45,1394.98
6008983-76.2025.8.12.8874,1,5789.12,493.69,496.08
7729963-75.2025.8.19.5161,0,0.00,607.86,591.61
9459171-26.2025.8.21.5306,1,5519.72,7032.78,7030.92
4230329-91.2025.8.13.2527,0,0.00,98.87,99.37
4152028-78.2025.8.21.1688,0,0.00,583.77,574.90
8176234-78.2025.8.07.1406,1,13751.22,10511.87,10508.41
1296792-11.2025.8.08.0154,1,6645.50,10443.99,10443.25
5491134-46.2025.8.07.5610,1,9996.86,4686.23,4641.27
9820686-01.2025.8.07.7165,1,9137.91,1133.17,1138.42
3904846-39.2025.8.07.9016,1,9722.31,8271.72,8292.22
3680648-87.2025.8.24.1934,0,0.00,100.32,99.77
9289180-32.2025.8.26.6676,0,0.00,342.59,340.65
2772679-95.2025.8.06.3791,1,6809.52,6147.07,6276.63
5500133-05.2025.8.17.7354,0,0.00,453.23,429.96
5795986-38.2025.8.24.7764,1,9950.87,7335.07,7381.85
2963137-76.2025.8.01.4245,0,0.00,141.58,143.19
5176521-08.2025.8.24.7082,0,0.00,118.79,119.46
2534403-84.2025.8.16.8031,0,0.00,1427.08,1389.72
5168695-69.2025.8.12.0238,0,0.00,99.23,96.26
4471801-61.2025.8.13.0159,1,11839.37,1429.59,1421.51
9376158-71.2025.8.10.0789,0,0.00,289.67,300.28
5111126-14.2025.8.11.6714,0,0.00,2263.88,2257.36
9870775-25.2025.8.02.7953,1,6955.77,3636.71,3668.52
1140069-07.2025.8.24.5644,0,0.00,474.60,448.65
1470453-35.2025.8.01.9623,0,0.00,98.93,97.92
8135480-59.2025.8.01.1227,0,0.00,80.64,81.08
1767012-69.2025.8.13.6928,0,0.00,96.63,97.13
7295265-14.2025.8.25.6106,0,0.00,380.74,376.70
2229585-05.2025.8.12.3132,0,0.00,5636.44,5652.27
3803964-63.2025.8.15.6646,0,0.00,372.38,374.35
2586412-52.2025.8.13.2488,1,5644.76,4532.99,4544.00
3760498-07.2025.8.18.6073,0,0.00,61.95,62.32
2612530-93.2025.8.16.4567,0,0.00,83.27,83.74
1978011-51.2025.8.06.6394,0,0.00,4976.63,4972.11
4029438-65.2025.8.14.7350,0,0.00,739.84,700.23
4208172-50.2025.8.01.5639,1,15331.93,11280.01,11270.51
5156427-16.2025.8.06.4247,1,9806.86,10735.27,10736.13
4480991-39.2025.8.25.9019,0,0.00,9445.25,9421.70
4187286-76.2025.8.06.2538,0,0.00,2472.41,2484.36
2441124-24.2025.8.10.9692,0,0.00,3896.03,3886.82
2186876-08.2025.8.19.2620,0,0.00,2548.15,2559.65
1120348-87.2025.8.15.3334,1,13512.52,8925.56,8939.10
2096706-25.2025.8.24.0316,0,0.00,425.57,423.06
3145951-22.2025.8.22.8750,0,0.00,103.36,108.99
9936687-07.2025.8.02.4579,0,0.00,553.46,551.61
3923455-28.2025.8.04.6165,0,0.00,521.19,548.63
3159746-79.2025.8.14.7545,0,0.00,8801.94,8792.79
7295698-96.2025.8.04.6988,1,10035.56,8176.39,8181.49
8421280-15.2025.8.10.8150,0,0.00,241.09,242.44
4551072-71.2025.8.22.1350,1,5004.81,6827.09,6821.14
2113937-69.2025.8.19.8876,1,17036.90,11883.03,11883.67
4370329-39.2025.8.26.8315,0,0.00,192.50,194.52
4848661-54.2025.8.02.4214,1,15965.66,12290.28,12242.11
9327546-61.2025.8.08.3418,0,0.00,8226.17,8225.16
1588187-37.2025.8.10.4532,0,0.00,101.17,95.55
6061333-70.2025.8.05.6879,0,0.00,1044.07,1117.78
9260875-89.2025.8.27.3426,0,0.00,411.94,433.30
6282724-80.2025.8.06.2941,1,5937.04,568.56,541.20
1931929-31.2025.8.01.4983,0,0.00,514.17,516.86
1319556-60.2025.8.22.1722,0,0.00,1200.33,1212.71
5784585-03.2025.8.07.1742,0,0.00,4883.68,4819.36
8758061-07.2025.8.05.5240,0,0.00,1343.35,1339.76
8953123-01.2025.8.22.0885,0,0.00,172.29,173.26
7453599-58.2025.8.08.9875,0,0.00,615.19,611.67
1503700-47.2025.8.11.3733,1,6424.30,2978.68,2982.93
4989833-25.2025.8.09.7636,1,8488.98,11422.96,11349.27
4424033-40.2025.8.21.4785,0,0.00,244.59,245.85
1095232-00.2025.8.22.3976,0,0.00,719.90,717.17
3316912-87.2025.8.22.5885,0,0.00,62.96,62.71
5317954-83.2025.8.06.2724,0,0.00,833.22,843.37
6730057-36.2025.8.14.4972,1,8865.40,13856.32,13859.37
2876613-06.2025.8.17.6513,0,0.00,2254.36,2265.98
1808307-24.2025.8.26.6179,0,0.00,750.29,758.32
9473553-92.2025.8.06.4144,1,20695.34,15944.42,15940.94
2122755-26.2025.8.22.5757,0,0.00,102.63,103.21
9563036-27.2025.8.19.1543,0,0.00,782.79,803.39
2127026-35.2025.8.19.4327,0,0.00,1123.27,1125.97
6040157-22.2025.8.11.1952,0,0.00,350.23,351.97
5166711-87.2025.8.14.2907,0,0.00,304.84,292.69
2118833-00.2025.8.22.9898,0,0.00,423.41,428.03
2110185-40.2025.8.02.1342,0,0.00,635.31,642.87
8481397-93.2025.8.02.9263,0,0.00,522.94,525.64
4916099-49.2025.8.04.4750,1,7924.53,9717.25,9719.60
9637115-28.2025.8.14.4310,0,0.00,2212.36,2191.77
6441862-66.2025.8.03.4957,1,4569.09,3090.79,3080.59
5890690-07.2025.8.09.5234,0,0.00,2427.62,2432.35
1553481-86.2025.8.24.8265,0,0.00,465.66,462.92
4880366-37.2025.8.12.1480,0,0.00,699.91,695.05
9065554-49.2025.8.24.1784,0,0.00,599.15,602.30
1232253-23.2025.8.06.8351,0,0.00,4592.27,4564.10
4331140-95.2025.8.19.1652,0,0.00,257.60,258.31
5411369-72.2025.8.25.2485,1,7428.49,2312.15,2212.05
9196722-94.2025.8.05.5678,0,0.00,716.69,714.45
3749816-06.2025.8.02.4459,0,0.00,8197.07,8174.25
2803387-53.2025.8.11.0972,0,0.00,1082.04,1087.11
5330737-12.2025.8.27.8613,0,0.00,217.95,212.02
8657969-69.2025.8.12.8143,0,0.00,91.72,86.48
5205274-32.2025.8.17.3340,0,0.00,8613.60,8611.44
4603051-79.2025.8.19.2889,0,0.00,515.30,512.96
7540398-82.2025.8.06.9653,0,0.00,1598.00,1590.81
9730219-34.2025.8.10.6297,0,0.00,321.68,319.70
4050921-78.2025.8.03.4105,0,0.00,1744.72,1753.21
1057577-19.2025.8.19.9486,0,0.00,741.02,760.52
6759687-76.2025.8.27.2099,1,10574.12,5417.78,5455.50
8921624-90.2025.8.11.7798,0,0.00,86.85,89.22
5317783-15.2025.8.10.9059,0,0.00,180.15,175.27
4763174-23.2025.8.21.2208,1,12504.36,2234.20,2243.59
3669744-85.2025.8.16.3834,1,6042.57,5135.81,5143.98
7474985-40.2025.8.09.5255,1,6341.19,8065.44,8060.69
5890469-24.2025.8.22.1805,1,10056.78,486.92,488.29
5206346-84.2025.8.14.7797,0,0.00,1063.75,1068.74
2764385-14.2025.8.15.6921,1,10974.67,5356.34,5245.72
9231203-32.2025.8.03.7860,1,9244.87,8538.66,8529.97
9237863-14.2025.8.26.9107,0,0.00,2143.41,2152.80
1862546-65.2025.8.14.2050,0,0.00,1814.98,1823.74
8844212-24.2025.8.13.6021,0,0.00,621.81,627.84
3905162-61.2025.8.09.2230,0,0.00,541.12,520.11
4360734-94.2025.8.02.9131,0,0.00,1963.80,1871.22
3735208-99.2025.8.04.5614,0,0.00,5775.13,5683.10
5450540-84.2025.8.10.3215,1,18083.25,5998.98,6014.14
1238372-35.2025.8.07.2131,0,0.00,1775.25,1769.09
2323810-53.2025.8.19.4032,0,0.00,726.73,730.45
1898697-75.2025.8.16.0584,1,3740.05,6781.97,6780.74
2620270-88.2025.8.20.8159,0,0.00,423.47,422.37
1251374-97.2025.8.25.8171,0,0.00,185.60,175.59
4359610-95.2025.8.03.6490,0,0.00,2254.40,2235.32
3544136-56.2025.8.01.1757,0,0.00,754.38,751.59
9455050-43.2025.8.13.9104,0,0.00,514.78,540.78
7612215-60.2025.8.05.9151,0,0.00,7088.76,7068.31
7790411-80.2025.8.01.7791,0,0.00,73.15,73.56
6774518-32.2025.8.01.3946,0,0.00,153.70,152.88
3393949-30.2025.8.14.5091,1,7035.28,3961.05,3966.34
7832015-51.2025.8.14.8433,0,0.00,112.86,114.11
3456509-12.2025.8.11.3105,0,0.00,392.40,394.35
8416101-37.2025.8.11.1715,0,0.00,333.12,334.77
8861095-45.2025.8.15.5566,0,0.00,122.42,121.13
5126933-03.2025.8.11.5590,1,9992.77,5640.39,5634.09
5669857-03.2025.8.02.6700,0,0.00,359.98,358.99
2632970-75.2025.8.06.4781,0,0.00,514.76,511.97
3313383-22.2025.8.07.4055,0,0.00,2982.95,2994.91
6013381-97.2025.8.21.0565,1,7479.30,5451.22,5443.57
6129656-04.2025.8.02.7280,0,0.00,132.35,133.08
4167109-66.2025.8.13.1749,1,10793.54,1970.02,1988.16
7385915-16.2025.8.06.1952,0,0.00,416.51,431.74
5705780-62.2025.8.08.5729,1,7530.17,5221.27,5226.60
9100730-24.2025.8.12.5735,1,4066.31,563.42,568.54
3002978-40.2025.8.21.8470,1,15687.79,9878.53,9912.84
6285368-83.2025.8.26.9221,0,0.00,1347.40,1359.96
3190502-81.2025.8.22.0261,1,11526.05,12317.23,12322.88
5087566-26.2025.8.05.3779,0,0.00,266.89,270.23
8391542-73.2025.8.08.7797,0,0.00,129.11,130.48
2264317-43.2025.8.26.0206,1,4361.71,8500.96,8502.53
4820651-43.2025.8.21.9752,0,0.00,677.77,684.13
7680322-74.2025.8.03.5330,0,0.00,9307.79,9345.45
6281833-45.2025.8.07.5510,0,0.00,173.81,174.77
3523149-12.2025.8.17.7983,0,0.00,139.65,136.00
4272827-96.2025.8.07.0404,0,0.00,2742.39,2735.19
6984805-22.2025.8.14.2675,0,0.00,267.10,267.72
2620574-11.2025.8.01.5500,0,0.00,122.49,123.88
5025836-03.2025.8.03.8878,1,14724.41,15278.05,15277.40
2836733-20.2025.8.15.0352,0,0.00,386.26,375.89
3416757-26.2025.8.10.3519,1,17296.04,1359.96,1353.04
2115486-85.2025.8.19.1082,0,0.00,278.21,276.95
4488216-62.2025.8.03.8959,1,4619.04,4398.92,4400.13
9180981-89.2025.8.19.2278,0,0.00,929.15,903.93
5246265-21.2025.8.13.9332,0,0.00,601.65,597.59
5330051-14.2025.8.20.7222,1,6196.64,8723.60,8722.97
9124781-66.2025.8.19.4705,1,11957.23,991.60,1039.06
8189081-05.2025.8.21.7012,0,0.00,147.94,142.06
2233079-68.2025.8.26.0913,0,0.00,1742.98,1698.41
5373433-72.2025.8.21.0638,1,10614.03,11096.85,11099.77
1051113-29.2025.8.02.6692,0,0.00,6177.17,6091.26
4134548-02.2025.8.05.9959,1,7306.20,9495.70,9495.51
6444742-06.2025.8.07.8485,0,0.00,4796.89,4809.60
2630309-94.2025.8.10.3323,1,4083.25,4483.97,4453.95
1697254-08.2025.8.17.2593,1,8037.83,8346.61,8352.80
4564473-98.2025.8.07.7736,0,0.00,1566.43,1573.69
8459746-55.2025.8.05.6665,0,0.00,451.08,453.36
5590402-66.2025.8.08.3554,0,0.00,2425.66,2414.83
3428330-46.2025.8.12.0968,0,0.00,4278.62,4260.85
9638492-22.2025.8.25.0173,1,2879.22,1821.76,1818.43
8519592-26.2025.8.14.1347,0,0.00,157.68,163.68
8977608-30.2025.8.09.8837,1,12910.02,2502.54,2515.28
3783404-92.2025.8.04.8522,1,15226.59,16763.19,16757.86
5558300-09.2025.8.09.5295,0,0.00,735.62,774.66
7599114-19.2025.8.09.8900,0,0.00,853.03,850.73
9544329-71.2025.8.10.2672,0,0.00,834.14,843.15
8188435-29.2025.8.26.8023,0,0.00,730.13,737.39
3607730-58.2025.8.07.6365,0,0.00,234.85,236.16
6422529-19.2025.8.10.7985,0,0.00,268.42,267.29
5995114-31.2025.8.15.7673,0,0.00,93.11,90.39
6927730-78.2025.8.21.2676,1,10279.91,8549.39,8549.21
3706554-19.2025.8.24.0264,0,0.00,300.61,311.53
5191780-69.2025.8.20.9898,1,18611.05,10491.18,10408.55
4075625-08.2025.8.11.3185,1,13047.53,11477.72,11481.42
1440279-58.2025.8.10.4638,0,0.00,893.51,903.16
2396201-68.2025.8.01.6963,0,0.00,380.40,365.27
3951352-57.2025.8.24.0556,0,0.00,242.97,255.18
2752321-36.2025.8.24.1439,1,10054.05,8682.90,8666.52
2835297-58.2025.8.14.7157,0,0.00,360.76,359.02
3606036-63.2025.8.22.2803,0,0.00,340.21,357.67
7032168-46.2025.8.20.2026,0,0.00,5828.57,5952.74
9389275-37.2025.8.13.0768,0,0.00,1971.14,1989.29
7536275-38.2025.8.15.4400,1,13406.75,5183.21,5198.21
2022349-47.2025.8.26.4539,0,0.00,1649.76,1642.00
6913605-70.2025.8.11.1740,0,0.00,1198.45,1249.38
9285312-45.2025.8.26.8857,0,0.00,236.27,235.15
1426583-25.2025.8.22.3680,0,0.00,596.49,593.50
9227183-06.2025.8.21.6659,1,6437.07,4618.29,4565.45
8509275-96.2025.8.26.8521,1,13650.97,12787.85,12801.22
8236210-71.2025.8.12.1032,0,0.00,277.74,276.20
5488063-30.2025.8.04.8030,1,18278.15,2542.78,2556.00
8999957-04.2025.8.18.0034,0,0.00,167.03,168.81
2933746-69.2025.8.01.8047,0,0.00,177.27,170.22
2689997-78.2025.8.24.2353,0,0.00,507.47,493.92
2629553-52.2025.8.26.0427,0,0.00,295.89,294.62
6920692-33.2025.8.22.2803,0,0.00,185.84,184.73
6152675-59.2025.8.15.9216,1,11396.79,7488.21,7533.59
9430247-85.2025.8.04.2861,0,0.00,4622.05,4611.08
5071106-81.2025.8.10.7073,0,0.00,668.72,643.52
6772613-06.2025.8.22.3490,0,0.00,388.76,378.27
4107671-72.2025.8.21.4154,0,0.00,922.39,988.25
4980420-15.2025.8.09.6341,0,0.00,749.57,753.46
4262143-07.2025.8.11.8548,1,11376.34,8889.36,8883.33
1700106-26.2025.8.10.7964,0,0.00,481.71,469.07
3385083-96.2025.8.17.7189,0,0.00,531.95,534.95
9876936-54.2025.8.05.5924,0,0.00,2542.88,2520.15
5856487-51.2025.8.18.7976,0,0.00,3437.68,3429.24
4251508-26.2025.8.09.4112,0,0.00,710.40,714.09
9859630-86.2025.8.13.7229,0,0.00,741.00,748.33
4616220-43.2025.8.08.9346,0,0.00,526.94,512.44
4575236-57.2025.8.16.9516,1,8237.76,9714.64,9715.68
4132245-57.2025.8.01.9001,1,10983.39,13572.82,13570.46
9410242-68.2025.8.14.6011,1,8856.35,12746.80,12751.87
6353557-68.2025.8.02.9668,1,6962.46,6822.65,6840.64
8790642-51.2025.8.01.1842,1,14116.96,11284.59,11277.72
9335810-65.2025.8.21.4931,1,13904.48,12097.72,12099.25
7412919-50.2025.8.11.5186,0,0.00,4838.87,4824.97
4559169-27.2025.8.11.7845,0,0.00,380.41,382.47
1427251-06.2025.8.22.5304,1,6801.57,4219.14,4290.26
2780117-40.2025.8.07.1862,0,0.00,2072.77,2066.04
7057923-38.2025.8.19.0889,0,0.00,521.83,524.44
5701217-44.2025.8.09.5797,0,0.00,268.86,267.54
9459024-45.2025.8.20.0459,0,0.00,1452.57,1460.19
9547014-09.2025.8.05.8018,0,0.00,667.48,659.93
1126892-27.2025.8.03.9560,1,6897.59,5907.14,5907.02
6846469-29.2025.8.06.1866,0,0.00,403.47,387.50
4762512-52.2025.8.07.0177,0,0.00,7213.38,7232.49
2851547-11.2025.8.03.4853,0,0.00,831.52,835.92
4646201-48.2025.8.04.6058,1,17897.99,4109.42,4143.84
2115518-80.2025.8.24.2903,0,0.00,7203.46,7132.71
8745585-61.2025.8.03.8244,0,0.00,1399.24,1406.51
9465317-14.2025.8.06.9356,1,22521.12,2476.85,2469.15
5329227-99.2025.8.20.6695,0,0.00,313.11,314.78
1031323-94.2025.8.04.2636,0,0.00,5485.95,5507.73
8138879-87.2025.8.13.8414,0,0.00,517.06,502.85
9066644-75.2025.8.08.6329,1,13036.04,10705.16,10707.07
7493706-62.2025.8.03.8100,1,12577.90,11383.75,11384.18
2706323-69.2025.8.22.6930,0,0.00,1952.94,1962.65
9853015-93.2025.8.02.9351,0,0.00,213.84,214.95
1044870-04.2025.8.27.6298,0,0.00,309.26,312.75
6334562-14.2025.8.02.5191,0,0.00,226.22,213.98
2344322-12.2025.8.22.0367,0,0.00,1445.72,1438.39
7242746-65.2025.8.06.0692,1,15029.76,11064.20,11072.61
3749206-97.2025.8.07.8083,1,12188.25,8722.26,8728.09
1268798-43.2025.8.09.7774,1,5375.06,2790.92,2784.52
4441080-24.2025.8.22.9370,0,0.00,12493.19,12469.45
5611956-17.2025.8.01.9657,1,8263.40,1067.70,1078.60
4244721-55.2025.8.02.9000,1,19024.22,15642.14,15645.25
6008513-97.2025.8.24.4166,1,2570.35,1817.64,1820.57
7480349-87.2025.8.24.0553,0,0.00,164.24,159.77
1769200-51.2025.8.20.9064,0,0.00,458.81,463.96
4984280-66.2025.8.09.6866,0,0.00,1216.63,1222.94
9148866-62.2025.8.15.1791,0,0.00,511.32,537.51
6551980-20.2025.8.26.3669,1,19709.40,15509.59,15489.00
9240530-72.2025.8.10.0165,0,0.00,308.65,306.75
3598078-68.2025.8.02.4712,0,0.00,364.80,355.02
6747328-01.2025.8.14.4015,1,5782.31,3431.51,3349.37
8245703-92.2025.8.17.4133,0,0.00,169.17,168.97
5409602-34.2025.8.04.4485,0,0.00,676.17,673.50
9188090-83.2025.8.13.1588,0,0.00,772.94,765.07
3802100-32.2025.8.22.6981,0,0.00,434.12,431.53
3238647-73.2025.8.04.4694,0,0.00,1715.75,1732.34
2117946-21.2025.8.10.3849,0,0.00,1043.69,1079.74
8641490-10.2025.8.21.4369,0,0.00,9404.66,9528.82
3759504-33.2025.8.18.2039,0,0.00,330.21,328.75
6135626-52.2025.8.15.8897,0,0.00,925.90,935.47
6661244-94.2025.8.11.4042,1,9006.55,6471.59,6613.04
1799646-62.2025.8.06.9725,0,0.00,415.89,427.22
2359117-29.2025.8.16.6536,0,0.00,75.40,73.30
6278403-57.2025.8.19.6435,0,0.00,639.79,622.68
2043919-77.2025.8.26.3460,1,8290.81,1036.83,1046.49
2344561-02.2025.8.13.7596,0,0.00,233.43,245.24
8667561-86.2025.8.24.7907,0,0.00,102.18,103.33
7159627-98.2025.8.01.1594,1,5529.14,5583.70,5584.00
6370759-93.2025.8.12.9737,1,11815.09,3439.17,3388.45
8332652-12.2025.8.03.0971,1,4337.81,4341.73,4341.64
4641190-08.2025.8.17.2806,1,10793.62,9498.07,9505.53
9928462-98.2025.8.27.6732,1,15774.41,1537.38,1481.71
9904125-63.2025.8.06.5799,0,0.00,974.01,969.67
8205249-87.2025.8.25.0779,0,0.00,569.97,567.41
1322173-69.2025.8.16.6864,0,0.00,395.79,397.90
8175507-33.2025.8.10.2870,1,20534.54,14717.01,14708.74
7492817-18.2025.8.01.3453,0,0.00,152.12,151.54
8482590-86.2025.8.09.0517,0,0.00,1108.69,1111.46
9205032-18.2025.8.15.3632,1,10298.62,9352.47,9348.89
9004496-00.2025.8.20.6323,0,0.00,5087.39,5104.38
1938444-11.2025.8.13.9618,0,0.00,5640.82,5653.66
5278881-95.2025.8.14.4444,0,0.00,456.56,467.93
4794618-35.2025.8.11.4044,0,0.00,97.77,95.01
2099590-92.2025.8.16.2597,0,0.00,184.91,185.90
5016827-01.2025.8.07.7334,0,0.00,1758.71,1710.78
2703232-86.2025.8.12.6821,0,0.00,349.42,350.87
1800936-52.2025.8.15.5854,0,0.00,279.70,283.08
3697462-97.2025.8.03.2929,1,16257.72,14009.48,14022.71
3330093-79.2025.8.03.8250,1,18704.10,16846.65,16845.24
9222619-12.2025.8.21.9996,0,0.00,626.80,593.43
5955666-47.2025.8.08.2812,1,9687.07,423.57,419.18
5806470-81.2025.8.22.7221,0,0.00,3467.68,3493.07
7877217-11.2025.8.08.8068,1,11344.12,8355.31,8354.49
5835803-64.2025.8.05.2490,0,0.00,3986.29,3911.49
3725661-70.2025.8.06.7586,0,0.00,324.53,326.30
7194692-28.2025.8.13.6625,0,0.00,1666.61,1660.39
1556615-23.2025.8.07.8582,0,0.00,747.60,751.61
6656424-22.2025.8.19.5957,1,9819.23,10119.82,10087.59
8780829-97.2025.8.15.9088,0,0.00,529.71,515.44
2717739-65.2025.8.25.6881,1,10292.67,154.88,156.71
8188809-04.2025.8.16.2523,1,21647.63,14158.94,14156.30
2361689-99.2025.8.07.8720,0,0.00,498.63,524.93
8492042-42.2025.8.26.3153,0,0.00,2278.42,2288.42
1243405-31.2025.8.14.2134,0,0.00,116.14,114.93
8267711-30.2025.8.08.0171,0,0.00,119.97,121.25
3919796-13.2025.8.05.1228,0,0.00,731.12,740.27
8598529-70.2025.8.20.1890,1,10576.00,12284.60,12276.36
7060003-75.2025.8.05.2559,1,11373.08,7221.31,7195.58
4711649-76.2025.8.18.3599,0,0.00,467.58,472.57
3428132-98.2025.8.21.3934,0,0.00,822.79,831.31
1361220-18.2025.8.08.4002,1,11618.79,5862.60,5850.50
1982963-30.2025.8.08.3350,1,9695.85,10989.20,10951.73
9121164-41.2025.8.06.0353,0,0.00,509.03,512.11
2164199-97.2025.8.18.2486,1,7906.41,8000.90,8014.82
9672740-83.2025.8.12.3140,0,0.00,391.38,393.10
1873072-22.2025.8.27.0574,0,0.00,1511.67,1584.09
5066523-83.2025.8.09.3249,1,6133.15,5652.03,5648.58
3701111-67.2025.8.09.1270,0,0.00,221.04,223.95
1334296-43.2025.8.26.2556,0,0.00,387.58,377.17
9482947-64.2025.8.21.7170,0,0.00,647.24,650.20
1839407-45.2025.8.14.2722,1,18079.52,9955.29,9890.11
5742793-08.2025.8.24.5207,0,0.00,729.32,725.02
5685869-28.2025.8.24.5603,0,0.00,450.38,473.79
5644748-99.2025.8.08.2338,0,0.00,799.09,756.93
6463153-99.2025.8.26.4581,1,2897.96,488.09,485.35
4020210-83.2025.8.07.8889,0,0.00,863.87,927.51
6228978-09.2025.8.01.2672,0,0.00,115.67,113.86
2171431-30.2025.8.03.2805,1,15116.75,14673.38,14675.89
4631277-85.2025.8.07.6497,1,5796.43,1381.71,1335.37
7432095-53.2025.8.05.1228,0,0.00,645.19,627.76
1288547-07.2025.8.25.5361,0,0.00,1769.92,1753.31
6965578-03.2025.8.08.8730,0,0.00,338.80,356.80
2945690-81.2025.8.14.7430,1,5750.04,4709.05,4732.46
