processo,uf,golpe,contrato,extrato,comprovante,dossie,demonstrativo,laudo,perda,p_perda_validacao
9917895-36.2025.8.04.7913,AM,1,1,1,1,1,1,1,0,0.091835
8754567-13.2025.8.06.0555,CE,1,0,0,1,1,1,0,1,0.952712
2019044-24.2025.8.17.8432,PE,1,0,1,0,1,0,1,1,0.862770
5754647-01.2025.8.26.1138,SP,1,0,1,0,0,1,1,1,0.787547
3707603-75.2025.8.01.1585,AC,0,1,1,0,1,1,0,0,0.050696
5470648-20.2025.8.19.8665,RJ,0,1,1,1,0,1,1,0,0.022555
4159924-68.2025.8.22.0917,RO,1,0,1,0,0,1,1,1,0.741169
8980069-53.2025.8.13.7936,MG,1,0,1,0,1,1,1,1,0.795218
5431862-94.2025.8.25.2843,SE,1,0,1,1,1,1,0,1,0.509962
9229120-63.2025.8.09.8586,GO,1,0,1,0,0,1,0,0,0.836189
9427619-75.2025.8.09.5589,GO,0,1,1,0,0,1,0,1,0.078432
5241862-76.2025.8.24.2927,SC,1,0,1,0,1,1,0,1,0.781481
8418554-41.2025.8.20.5718,RN,0,1,0,1,1,1,1,0,0.195778
4422109-17.2025.8.03.6439,AP,0,0,0,0,1,0,1,1,0.990650
8614075-40.2025.8.27.7142,TO,1,1,1,0,1,1,1,0,0.116318
7541787-64.2025.8.21.3191,RS,0,1,1,0,0,1,1,0,0.076078
1774579-33.2025.8.20.6166,RN,0,1,1,1,1,1,1,0,0.012759
2720513-07.2025.8.19.1738,RJ,1,1,1,1,0,1,1,0,0.054805
8653565-71.2025.8.02.0299,AL,1,0,0,1,1,1,1,1,0.952210
3805590-91.2025.8.08.3147,ES,0,1,1,1,1,1,0,0,0.020615
3234580-19.2025.8.06.6796,CE,0,1,1,1,0,1,0,0,0.015702
2130818-22.2025.8.04.3926,AM,0,1,1,1,0,1,0,0,0.033278
4280632-57.2025.8.22.2271,RO,1,0,1,0,0,0,1,1,0.827046
5126622-14.2025.8.26.0297,SP,1,1,1,0,1,1,1,0,0.138232
4931098-64.2025.8.17.4209,PE,0,0,1,1,1,1,1,0,0.275014
6156853-34.2025.8.05.1072,BA,1,0,0,0,1,0,1,1,0.993212
1983380-04.2025.8.14.7468,PA,1,1,0,1,1,1,1,1,0.437414
6417057-49.2025.8.18.5778,PI,1,1,1,1,1,1,1,0,0.029946
5772968-49.2025.8.12.7380,MS,1,1,0,1,0,1,1,0,0.386927
4013479-34.2025.8.09.7598,GO,1,1,1,1,1,1,0,1,0.066002
5015552-87.2025.8.09.7210,GO,0,0,1,0,1,1,1,1,0.662290
3088458-39.2025.8.27.7737,TO,1,0,0,1,1,1,1,1,0.945247
5307530-00.2025.8.08.2743,ES,0,1,1,1,1,1,1,0,0.020366
8328348-65.2025.8.17.6217,PE,0,1,1,1,1,1,1,0,0.017573
6524182-41.2025.8.04.1717,AM,1,0,1,1,0,0,1,1,0.782866
2404316-40.2025.8.19.2816,RJ,1,0,0,0,0,0,1,1,0.993837
2718254-26.2025.8.16.8839,PR,1,1,1,1,1,1,0,0,0.033164
1468408-86.2025.8.22.7723,RO,1,0,0,1,1,0,1,1,0.964809
6553094-23.2025.8.08.1103,ES,1,1,1,1,0,1,1,0,0.052281
3328136-80.2025.8.20.4293,RN,1,1,1,1,0,1,1,0,0.033078
2578998-87.2025.8.03.5982,AP,0,1,0,1,1,1,0,1,0.470843
2181781-66.2025.8.26.1587,SP,1,0,1,0,0,0,1,1,0.860606
3377358-53.2025.8.17.9839,PE,1,1,1,0,1,1,1,0,0.149512
5517261-02.2025.8.03.7568,AP,1,1,1,1,1,1,1,0,0.094459
4321775-19.2025.8.05.0787,BA,1,1,1,0,1,0,0,0,0.259900
2708714-50.2025.8.17.7825,PE,1,1,0,1,1,1,1,0,0.492691
1537178-99.2025.8.05.8815,BA,1,1,0,0,0,1,1,1,0.786998
2510894-50.2025.8.19.9122,RJ,0,1,1,1,0,1,1,0,0.021176
2892322-88.2025.8.19.2352,RJ,0,1,1,1,1,1,1,0,0.022144
6911854-07.2025.8.05.4119,BA,1,0,1,1,1,1,1,1,0.552774
9138822-72.2025.8.04.9501,AM,0,0,0,0,0,1,1,1,0.979386
3623782-81.2025.8.25.6554,SE,1,1,1,1,1,1,0,1,0.042527
7402852-01.2025.8.13.4906,MG,0,1,1,1,1,1,1,0,0.016664
2340811-54.2025.8.25.3863,SE,1,0,0,1,1,1,1,1,0.954671
8672020-74.2025.8.22.6850,RO,0,1,1,1,1,1,1,0,0.012948
9747774-84.2025.8.18.9282,PI,0,1,1,1,1,1,1,0,0.010951
6088029-80.2025.8.25.3253,SE,1,0,1,1,0,1,1,1,0.479136
1901237-04.2025.8.26.9151,SP,1,0,1,0,0,0,1,1,0.860073
5900583-15.2025.8.09.8658,GO,1,1,0,1,1,1,1,1,0.582937
1551549-43.2025.8.26.5662,SP,0,1,1,1,1,1,1,0,0.015719
9653810-92.2025.8.05.2750,BA,1,1,1,0,1,1,1,0,0.163323
1959582-01.2025.8.11.2853,MT,0,1,1,1,1,1,1,0,0.012193
8402796-25.2025.8.27.1541,TO,0,1,1,1,1,1,1,0,0.012659
2935291-18.2025.8.05.9443,BA,0,1,0,1,1,1,1,0,0.271150
7312907-12.2025.8.26.3844,SP,1,1,1,0,1,1,1,0,0.148111
3813614-19.2025.8.11.3579,MT,1,1,1,1,0,1,1,0,0.032756
7177371-09.2025.8.11.2940,MT,1,1,0,0,1,1,1,0,0.723084
5314726-51.2025.8.19.7203,RJ,1,1,1,0,0,1,1,0,0.189009
4377830-95.2025.8.01.8557,AC,1,0,1,0,1,1,1,1,0.757677
8341095-86.2025.8.15.5582,PB,1,1,1,1,1,1,1,0,0.040105
2290720-51.2025.8.17.0784,PE,0,1,1,1,1,1,0,0,0.017060
3082253-39.2025.8.25.6694,SE,1,1,1,1,1,0,1,0,0.077532
3806124-86.2025.8.21.0361,RS,1,1,1,1,1,1,0,0,0.063063
6507146-32.2025.8.26.0943,SP,1,0,1,1,1,1,1,0,0.512676
9208432-33.2025.8.21.9478,RS,1,0,1,1,1,1,1,0,0.605915
2197792-00.2025.8.07.3223,DF,0,1,0,1,1,0,1,1,0.404343
1803331-43.2025.8.02.1129,AL,1,1,1,1,1,1,1,0,0.047178
6366804-73.2025.8.08.5431,ES,1,1,1,1,1,1,1,0,0.053629
8288756-79.2025.8.11.4230,MT,0,0,1,1,1,1,1,0,0.218237
9185417-39.2025.8.13.5796,MG,1,1,1,1,0,1,0,0,0.047960
6536456-55.2025.8.15.3882,PB,1,1,0,1,0,0,1,1,0.578351
5533545-48.2025.8.22.6291,RO,1,1,0,0,1,1,1,0,0.716466
3871719-90.2025.8.02.9340,AL,0,1,1,1,1,1,1,0,0.016452
1905729-97.2025.8.01.2279,AC,0,1,1,1,1,0,1,0,0.023821
9927027-15.2025.8.12.2502,MS,0,1,1,1,0,1,1,0,0.011181
5052822-39.2025.8.11.0726,MT,1,0,1,1,1,0,1,0,0.557615
4191926-64.2025.8.22.1590,RO,1,0,1,1,1,1,1,1,0.435563
6311197-46.2025.8.05.4509,BA,0,1,1,1,0,1,1,0,0.018663
2296528-56.2025.8.22.0099,RO,1,0,1,0,1,1,0,1,0.742216
4923728-95.2025.8.17.6753,PE,1,1,1,1,0,1,1,0,0.046645
9115463-71.2025.8.18.0932,PI,1,1,1,1,0,1,1,0,0.028518
8672521-24.2025.8.15.9788,PB,1,1,1,1,1,1,1,0,0.040621
4882746-77.2025.8.16.6071,PR,0,1,1,1,0,1,1,0,0.011562
5695516-64.2025.8.02.2537,AL,1,1,1,0,1,1,1,0,0.148090
6627058-49.2025.8.04.2988,AM,1,0,0,0,1,0,1,1,0.996314
1892612-10.2025.8.15.3523,PB,1,0,0,1,0,1,1,1,0.946383
3393092-92.2025.8.07.8114,DF,1,0,0,0,1,0,1,1,0.993162
7505357-25.2025.8.27.4331,TO,0,0,1,1,1,1,1,0,0.238415
9774266-17.2025.8.26.0929,SP,1,1,1,1,1,1,1,0,0.045891
9997295-67.2025.8.25.3661,SE,1,1,1,1,1,1,1,0,0.047966
3773476-94.2025.8.03.5144,AP,1,1,1,0,1,1,0,0,0.276739
2415580-63.2025.8.27.7706,TO,1,1,1,1,1,0,1,0,0.057347
2335166-75.2025.8.15.4449,PB,1,1,1,1,0,1,1,0,0.041544
6765214-85.2025.8.15.1775,PB,1,0,0,0,1,1,1,1,0.984412
8682779-47.2025.8.12.4192,MS,0,1,1,1,1,1,1,0,0.012947
7639588-34.2025.8.11.6703,MT,0,1,1,0,1,1,1,1,0.043743
6402573-91.2025.8.10.5793,MA,1,1,1,0,0,1,0,0,0.097796
1483320-71.2025.8.07.8185,DF,1,1,1,1,1,1,1,0,0.052859
5540209-51.2025.8.17.3101,PE,1,1,1,1,1,1,0,0,0.046159
5008483-06.2025.8.07.4312,DF,1,0,1,0,1,0,1,1,0.875850
8480943-17.2025.8.20.4079,RN,0,1,1,1,0,1,0,0,0.012511
2589714-47.2025.8.26.7290,SP,1,1,0,0,1,1,1,0,0.761994
3161847-00.2025.8.12.4426,MS,1,0,0,0,1,1,1,1,0.982297
8453333-97.2025.8.25.3375,SE,1,1,1,1,1,1,1,1,0.041360
8053673-63.2025.8.24.0543,SC,1,1,1,1,1,1,1,0,0.040931
8421485-82.2025.8.20.1749,RN,1,1,1,0,1,1,1,0,0.114895
6956311-54.2025.8.06.7941,CE,1,1,1,1,0,1,0,0,0.041373
7040493-31.2025.8.18.2153,PI,0,1,1,0,1,1,1,0,0.038876
2130535-93.2025.8.17.5722,PE,1,1,1,0,1,1,1,0,0.151441
1055544-42.2025.8.16.4914,PR,0,1,1,1,0,1,1,0,0.012275
4267294-87.2025.8.15.8613,PB,1,1,1,1,1,0,1,0,0.071934
1759671-70.2025.8.17.7352,PE,0,1,1,1,1,1,0,0,0.017060
9603254-71.2025.8.26.3792,SP,1,1,1,1,1,1,0,0,0.043892
8314668-21.2025.8.04.7373,AM,1,0,1,1,1,0,0,0,0.784374
8905184-72.2025.8.06.8861,CE,0,1,1,1,1,1,1,0,0.015531
2431867-67.2025.8.19.9472,RJ,1,1,0,1,1,1,1,0,0.565504
3364414-28.2025.8.09.7383,GO,1,1,1,1,1,1,1,0,0.061245
1478532-73.2025.8.16.8489,PR,1,1,1,1,1,1,0,0,0.036180
9069358-97.2025.8.22.3909,RO,1,1,0,0,0,1,1,1,0.722902
6255220-07.2025.8.20.0480,RN,1,1,1,1,0,1,1,0,0.036184
3138681-33.2025.8.07.2236,DF,0,0,1,0,1,0,1,1,0.717097
2894011-60.2025.8.14.1688,PA,0,1,1,1,1,1,1,0,0.013738
9384702-45.2025.8.22.9752,RO,0,1,1,1,0,0,1,0,0.021859
7489805-59.2025.8.03.6428,AP,1,1,1,1,1,1,1,0,0.093682
2828533-75.2025.8.21.4189,RS,1,1,1,1,1,1,1,0,0.066010
5439845-20.2025.8.15.4869,PB,1,1,1,1,1,1,1,0,0.038950
1449797-99.2025.8.25.6892,SE,1,1,0,0,1,1,1,1,0.770992
9338831-60.2025.8.24.8047,SC,0,1,1,1,1,0,1,0,0.024955
3275449-29.2025.8.01.5783,AC,1,1,1,1,0,1,1,0,0.036505
1469231-76.2025.8.06.9705,CE,0,1,1,1,0,1,1,0,0.014856
3634131-95.2025.8.21.4322,RS,1,0,1,0,1,1,1,1,0.848203
4934058-63.2025.8.21.3804,RS,1,1,1,0,1,1,1,0,0.203486
8843198-19.2025.8.04.3947,AM,1,1,1,1,0,1,1,0,0.088839
5473403-17.2025.8.19.3667,RJ,1,1,1,1,1,1,1,0,0.061373
4309631-09.2025.8.02.2985,AL,1,1,1,0,1,0,1,0,0.224980
8196724-50.2025.8.24.4692,SC,1,0,0,1,1,1,1,0,0.948842
3350156-88.2025.8.21.5765,RS,1,0,1,0,1,0,1,1,0.898132
8705798-24.2025.8.14.6278,PA,1,0,0,1,1,1,0,1,0.946047
5543675-21.2025.8.26.8542,SP,1,0,1,0,0,0,0,1,0.859731
2358389-80.2025.8.09.1770,GO,1,0,1,0,1,0,1,1,0.886081
3492187-44.2025.8.21.4207,RS,1,1,1,0,1,1,1,0,0.200688
5470180-07.2025.8.01.2529,AC,1,1,1,1,1,0,0,0,0.061391
1587097-47.2025.8.06.0802,CE,1,1,1,1,1,0,1,0,0.069758
7052418-51.2025.8.05.5710,BA,0,1,0,0,1,1,1,0,0.594344
6589723-07.2025.8.09.3657,GO,1,0,0,1,1,1,1,1,0.965246
1193939-59.2025.8.03.5319,AP,1,1,1,0,1,1,1,1,0.272305
2328790-11.2025.8.11.3313,MT,1,1,1,1,1,1,1,0,0.033271
4749879-80.2025.8.06.0362,CE,0,1,1,1,1,1,0,0,0.015487
2589603-41.2025.8.26.3272,SP,0,1,1,0,1,1,1,0,0.054859
3735621-16.2025.8.19.6344,RJ,1,0,1,1,1,1,1,1,0.587633
4071333-81.2025.8.13.0363,MG,0,1,1,1,0,1,1,0,0.016088
2179886-35.2025.8.06.1982,CE,1,1,1,0,0,0,1,0,0.188721
4752675-19.2025.8.06.1568,CE,1,0,1,0,0,1,1,0,0.750951
2460820-94.2025.8.10.3971,MA,1,0,1,0,0,0,0,1,0.802384
6639024-06.2025.8.26.5855,SP,1,1,1,0,1,1,0,0,0.144197
1899924-38.2025.8.12.6618,MS,0,1,1,1,0,1,0,0,0.013216
8601587-59.2025.8.03.3300,AP,1,0,1,1,1,0,1,1,0.790155
1432979-62.2025.8.13.9137,MG,1,1,1,1,0,1,0,0,0.046382
5594408-17.2025.8.17.6278,PE,0,1,1,1,1,1,1,0,0.017046
5930954-96.2025.8.26.5150,SP,0,1,1,0,1,0,1,0,0.092371
2595738-76.2025.8.19.8818,RJ,1,1,1,1,1,1,1,0,0.057065
4801575-37.2025.8.16.3774,PR,1,1,1,0,1,0,1,0,0.176599
6735752-62.2025.8.24.9327,SC,0,1,0,1,1,1,1,0,0.247700
3276199-06.2025.8.03.7615,AP,0,1,1,1,1,1,1,0,0.037010
2663738-74.2025.8.08.1684,ES,1,1,0,0,1,1,1,1,0.808900
2120042-01.2025.8.14.9409,PA,1,1,0,0,0,1,0,1,0.766642
4049564-47.2025.8.18.4574,PI,1,1,1,1,1,0,1,0,0.050385
6394777-66.2025.8.09.9138,GO,1,1,1,1,1,1,1,0,0.059639
2686379-04.2025.8.13.3902,MG,1,1,1,1,1,1,1,0,0.046016
9280864-82.2025.8.02.9440,AL,1,1,1,0,1,0,1,0,0.216782
4426930-75.2025.8.14.9617,PA,1,1,1,1,1,1,1,0,0.038112
2165627-23.2025.8.09.5651,GO,1,1,1,0,1,1,1,0,0.184188
1524206-55.2025.8.13.6079,MG,0,0,1,1,1,1,1,0,0.270421
7217450-86.2025.8.22.9980,RO,0,1,1,1,0,1,0,0,0.011996
8784474-12.2025.8.07.8437,DF,1,1,1,1,1,1,1,1,0.052859
9368745-80.2025.8.11.4584,MT,0,1,1,0,0,1,1,0,0.040299
5216775-03.2025.8.18.7600,PI,0,1,1,1,1,1,1,0,0.010951
8242185-45.2025.8.05.4041,BA,1,0,0,0,1,0,1,1,0.993169
7976734-61.2025.8.15.0510,PB,1,1,1,1,1,1,1,0,0.040105
7091641-02.2025.8.14.6043,PA,1,1,1,0,1,1,1,0,0.132928
5091256-47.2025.8.02.7294,AL,1,0,1,0,1,1,1,1,0.796287
2424474-97.2025.8.17.7494,PE,0,1,1,1,1,1,1,0,0.017108
9835834-69.2025.8.14.2118,PA,1,0,1,1,0,1,1,0,0.472996
1859472-11.2025.8.02.0810,AL,1,0,1,0,1,1,1,1,0.792539
3192631-42.2025.8.09.6509,GO,0,1,1,1,1,1,1,0,0.023007
4613492-38.2025.8.12.6385,MS,0,1,1,1,1,1,1,0,0.012662
7001118-31.2025.8.07.3834,DF,0,1,1,1,1,1,0,0,0.019535
6863218-91.2025.8.25.9769,SE,1,1,0,1,0,1,1,0,0.484010
9721777-50.2025.8.19.1274,RJ,0,1,0,0,1,1,1,1,0.619149
5350624-92.2025.8.12.8170,MS,0,0,1,1,0,0,1,1,0.289702
2804518-39.2025.8.04.2099,AM,0,1,1,1,0,1,1,0,0.034763
8367773-05.2025.8.16.5812,PR,0,1,1,0,0,1,1,0,0.042993
5931268-67.2025.8.19.7736,RJ,1,1,0,1,1,0,0,1,0.683103
6292989-61.2025.8.09.1168,GO,1,1,1,0,1,1,0,0,0.197895
9945444-39.2025.8.20.2605,RN,1,1,1,1,1,1,0,0,0.036718
5604826-28.2025.8.10.2461,MA,0,1,1,1,1,1,1,0,0.010397
4259248-52.2025.8.03.6149,AP,0,1,1,0,1,1,1,0,0.133086
7798829-60.2025.8.08.7229,ES,1,0,0,1,1,0,1,1,0.977468
8832688-63.2025.8.18.5844,PI,1,1,1,1,0,1,1,0,0.029481
6926786-73.2025.8.14.2520,PA,1,1,1,1,1,0,0,0,0.066929
3561499-35.2025.8.19.1528,RJ,1,1,1,0,1,0,0,0,0.288728
8971307-49.2025.8.16.8541,PR,1,1,1,1,0,1,0,0,0.032090
4574062-50.2025.8.13.9117,MG,1,1,0,1,0,0,1,0,0.622949
6145796-94.2025.8.06.9516,CE,1,1,1,1,0,0,1,0,0.065334
7708285-95.2025.8.19.0767,RJ,0,1,1,1,1,1,0,0,0.022850
7875895-46.2025.8.16.9745,PR,1,0,1,1,1,1,1,1,0.415469
5852386-68.2025.8.04.1230,AM,1,1,1,0,1,0,1,0,0.370935
7178558-21.2025.8.05.7411,BA,1,0,0,0,1,1,1,1,0.988644
7865157-82.2025.8.22.7346,RO,0,0,1,1,0,1,1,0,0.201096
6402339-21.2025.8.01.9620,AC,0,1,1,0,1,1,0,0,0.047111
5381777-21.2025.8.06.2366,CE,1,1,0,1,1,0,1,1,0.602054
4427311-13.2025.8.11.8367,MT,1,0,1,1,1,1,1,0,0.428593
7273296-92.2025.8.04.1277,AM,1,1,1,1,1,1,0,0,0.091608
7874238-67.2025.8.18.2983,PI,1,1,0,1,0,0,0,0,0.511147
2323140-10.2025.8.12.3301,MS,1,1,1,1,1,1,1,0,0.034311
3209512-56.2025.8.26.4530,SP,1,1,1,0,1,1,1,0,0.138232
9981096-84.2025.8.12.8889,MS,1,1,1,1,0,1,0,0,0.036281
1530233-03.2025.8.22.8759,RO,1,1,1,0,0,1,0,0,0.108691
7394320-86.2025.8.18.5479,PI,1,1,1,1,1,0,1,0,0.048635
6446020-78.2025.8.12.5971,MS,0,0,0,0,1,1,1,1,0.952155
6201724-14.2025.8.17.8900,PE,1,1,1,1,0,1,1,0,0.043992
6458288-78.2025.8.26.5788,SP,1,1,0,1,0,1,1,1,0.471466
3663093-54.2025.8.22.8167,RO,1,1,1,1,1,1,1,0,0.036085
1424002-62.2025.8.21.6770,RS,0,1,1,1,1,0,1,0,0.040031
7895842-88.2025.8.04.3124,AM,1,1,1,0,1,1,1,0,0.254522
6495185-54.2025.8.16.5097,PR,1,0,1,1,1,1,1,1,0.435431
8101158-50.2025.8.04.8382,AM,0,0,1,0,1,0,0,1,0.825993
3249999-35.2025.8.11.1564,MT,1,1,1,0,1,1,0,0,0.122357
3999632-43.2025.8.18.3273,PI,0,1,1,1,0,1,0,0,0.011196
4234382-12.2025.8.21.6013,RS,0,1,1,0,1,1,1,0,0.080316
5902547-19.2025.8.14.4088,PA,0,1,1,1,0,1,0,0,0.016920
4506334-29.2025.8.07.0591,DF,0,1,1,1,1,1,1,0,0.020964
1638494-45.2025.8.14.7825,PA,0,1,1,1,1,1,1,0,0.015501
5968402-92.2025.8.16.2919,PR,1,1,1,0,1,1,0,0,0.105388
4057620-97.2025.8.24.6845,SC,1,0,1,0,1,0,0,1,0.855347
7024263-97.2025.8.03.2619,AP,1,0,1,1,1,1,1,0,0.727824
4572509-97.2025.8.13.4810,MG,0,1,1,1,1,1,1,0,0.017825
4154700-00.2025.8.27.5119,TO,1,0,1,0,1,1,1,1,0.741516
7181068-43.2025.8.01.2804,AC,1,1,0,0,1,1,1,1,0.747980
1286604-65.2025.8.22.7139,RO,1,1,1,1,1,1,1,0,0.034329
5665895-32.2025.8.18.7918,PI,0,1,1,1,0,1,1,0,0.010740
7348113-07.2025.8.18.2548,PI,1,0,1,1,1,1,1,0,0.397941
9132791-44.2025.8.14.2975,PA,0,1,1,0,0,1,1,0,0.051794
4370605-06.2025.8.01.0345,AC,1,1,1,0,1,1,1,0,0.124594
9228022-46.2025.8.24.9721,SC,1,1,1,0,0,1,1,0,0.130935
3568975-43.2025.8.22.0251,RO,0,1,1,1,1,1,1,0,0.012669
1529883-29.2025.8.25.3150,SE,1,1,1,1,1,0,0,0,0.069049
4199143-90.2025.8.22.0870,RO,0,1,1,1,0,1,0,0,0.013499
1601148-37.2025.8.13.4787,MG,1,1,1,1,0,1,0,0,0.045821
3127220-32.2025.8.06.3764,CE,1,1,1,1,1,1,0,0,0.044657
9241093-00.2025.8.11.8416,MT,1,1,1,0,1,1,1,0,0.107668
9123371-00.2025.8.01.4504,AC,1,1,1,0,0,0,1,0,0.166434
3231925-44.2025.8.17.3766,PE,1,0,0,0,1,0,1,1,0.992734
8847607-33.2025.8.20.9048,RN,1,1,1,1,1,1,1,0,0.035459
8391191-13.2025.8.14.9220,PA,0,1,1,1,0,1,1,0,0.014886
9675066-49.2025.8.05.3002,BA,0,1,1,1,1,1,0,0,0.022472
9368675-18.2025.8.05.9924,BA,0,1,1,0,1,1,1,0,0.068421
5859253-76.2025.8.10.1094,MA,1,1,1,1,0,1,1,0,0.027638
9621127-30.2025.8.25.5769,SE,1,1,1,1,1,1,1,0,0.047966
5313090-81.2025.8.27.6088,TO,0,1,1,1,1,0,1,0,0.021516
3602478-65.2025.8.04.8542,AM,1,1,1,0,1,0,1,0,0.378504
7534891-22.2025.8.07.5459,DF,1,0,1,0,1,1,1,1,0.814749
8177819-17.2025.8.26.1879,SP,0,1,1,0,0,0,1,0,0.086564
4302149-98.2025.8.02.0730,AL,1,1,0,1,0,1,1,1,0.476446
5530519-85.2025.8.26.0987,SP,0,0,1,1,1,1,0,0,0.285651
6003362-61.2025.8.26.4983,SP,0,1,1,1,0,1,0,0,0.017509
7906241-91.2025.8.11.0054,MT,1,1,1,1,1,1,1,0,0.033271
2530741-98.2025.8.04.5504,AM,0,0,0,0,1,0,1,1,0.989733
1233365-70.2025.8.22.7685,RO,1,1,1,1,0,1,0,0,0.035679
4069017-09.2025.8.07.8681,DF,0,1,1,1,1,0,1,0,0.033201
9588033-64.2025.8.07.5735,DF,0,1,1,1,1,1,1,0,0.018886
4916128-80.2025.8.16.1638,PR,0,1,1,0,1,1,1,0,0.044055
1546904-54.2025.8.09.7298,GO,1,1,1,0,1,1,1,0,0.194385
3175045-93.2025.8.07.9704,DF,1,0,1,1,1,0,1,1,0.661210
1498995-54.2025.8.10.6640,MA,1,1,1,1,0,1,1,0,0.027638
5415572-39.2025.8.27.5613,TO,0,1,0,0,0,1,1,0,0.453169
4869372-24.2025.8.20.4149,RN,1,1,1,0,0,1,1,0,0.109678
7526045-51.2025.8.22.8905,RO,0,0,1,0,1,1,1,0,0.500556
1776481-83.2025.8.24.5783,SC,0,1,1,0,0,1,1,0,0.048107
5428671-19.2025.8.10.5287,MA,0,1,1,1,1,1,0,0,0.011049
2843496-09.2025.8.09.2749,GO,1,1,1,1,0,1,1,0,0.060824
7776321-10.2025.8.21.4437,RS,1,1,0,0,1,0,1,1,0.891977
7495284-33.2025.8.22.6885,RO,1,1,1,0,0,1,1,0,0.106039
3943121-19.2025.8.04.0673,AM,1,0,0,0,0,1,1,1,0.993171
3074939-00.2025.8.20.7922,RN,1,1,1,1,1,1,0,0,0.034926
5835072-92.2025.8.25.9104,SE,1,1,1,1,1,1,1,0,0.047966
9292694-05.2025.8.24.6873,SC,1,1,1,1,0,0,1,0,0.065866
1489613-96.2025.8.16.7187,PR,1,0,0,0,1,1,1,1,0.980961
2242218-37.2025.8.03.1894,AP,0,1,1,1,1,0,1,0,0.058252
8569170-47.2025.8.05.3865,BA,1,1,1,0,1,0,1,0,0.239312
6065885-87.2025.8.04.1127,AM,0,0,1,1,1,1,1,0,0.446932
4661496-69.2025.8.02.4461,AL,1,1,0,1,1,1,1,1,0.493802
7003927-46.2025.8.19.3369,RJ,0,0,1,0,0,1,1,1,0.630240
8041767-60.2025.8.05.1850,BA,1,1,0,0,1,0,1,0,0.868688
7305170-09.2025.8.19.5053,RJ,1,0,0,0,1,0,1,1,0.993956
4584261-32.2025.8.22.7702,RO,0,1,1,0,0,1,1,0,0.044667
4630504-26.2025.8.15.4470,PB,0,1,1,0,1,1,1,0,0.054776
5594519-27.2025.8.11.6971,MT,1,1,1,0,1,1,0,0,0.122357
4410610-87.2025.8.07.2611,DF,1,1,1,1,1,1,1,0,0.050052
7484000-71.2025.8.04.8824,AM,0,1,1,1,0,1,0,0,0.036702
5059369-92.2025.8.06.2104,CE,0,0,1,0,1,1,1,1,0.550170
5791597-70.2025.8.06.9787,CE,0,1,1,1,0,1,1,0,0.015286
2604718-92.2025.8.18.9394,PI,1,1,1,0,0,1,1,0,0.097600
7850717-79.2025.8.22.7312,RO,0,1,1,1,0,1,1,0,0.012206
4511028-12.2025.8.10.7149,MA,1,1,1,0,1,0,0,0,0.157673
5484568-69.2025.8.26.6897,SP,1,0,1,0,1,0,1,1,0.858101
4788046-04.2025.8.03.0022,AP,1,1,1,0,0,1,1,0,0.265616
3249304-36.2025.8.12.8123,MS,1,0,1,1,1,1,0,0,0.437423
1515096-52.2025.8.09.5823,GO,1,1,1,1,1,1,1,0,0.061245
3118371-50.2025.8.08.7800,ES,1,1,1,1,1,1,1,0,0.053629
1266954-61.2025.8.19.6145,RJ,1,1,1,1,1,0,1,0,0.099666
3306673-45.2025.8.08.6020,ES,0,1,1,1,1,1,1,0,0.021694
9148184-78.2025.8.14.9374,PA,1,1,1,1,1,1,1,0,0.041360
3810273-28.2025.8.15.0816,PB,0,0,1,0,0,1,1,0,0.524701
9226325-70.2025.8.02.8220,AL,1,0,1,0,1,0,1,1,0.858235
9117009-18.2025.8.09.2099,GO,1,1,1,1,1,1,1,0,0.057553
1658009-72.2025.8.20.1272,RN,0,1,1,0,0,1,1,0,0.041495
1824776-44.2025.8.21.5424,RS,1,0,0,1,1,1,1,1,0.967919
2398079-58.2025.8.04.2499,AM,0,1,1,1,0,0,1,0,0.056589
4112379-22.2025.8.01.7953,AC,1,0,0,0,0,0,1,1,0.989985
6680634-47.2025.8.05.0313,BA,1,1,1,0,0,1,1,0,0.164017
4227238-64.2025.8.02.3554,AL,0,1,1,1,1,1,1,0,0.017448
3465077-56.2025.8.04.3335,AM,1,1,1,0,1,1,0,1,0.261087
2381762-83.2025.8.16.8852,PR,0,0,1,1,1,1,1,0,0.218052
9086865-39.2025.8.19.3179,RJ,0,1,1,1,1,1,1,0,0.021384
9808885-85.2025.8.12.3890,MS,1,1,1,0,1,1,1,0,0.116576
4168701-00.2025.8.01.7012,AC,1,0,0,0,0,1,0,1,0.982158
1571753-43.2025.8.27.0539,TO,1,1,1,1,1,1,1,0,0.035064
1598445-99.2025.8.01.8720,AC,0,1,1,1,1,1,1,1,0.012594
7604901-59.2025.8.17.2203,PE,1,1,1,1,0,1,1,0,0.045605
5980427-00.2025.8.07.1634,DF,1,0,1,1,1,1,1,1,0.539558
6087428-50.2025.8.13.9602,MG,1,1,1,0,1,1,1,0,0.145655
5105835-04.2025.8.15.6023,PB,1,1,1,0,1,0,1,1,0.214879
4176706-53.2025.8.03.4212,AP,1,1,0,1,1,0,1,1,0.773299
3104739-52.2025.8.17.0050,PE,0,1,1,1,1,0,1,1,0.029700
4878325-97.2025.8.04.6307,AM,1,0,1,0,1,1,1,1,0.883393
3400174-57.2025.8.11.5225,MT,1,1,1,0,1,1,0,0,0.110570
4378490-03.2025.8.03.1414,AP,1,1,1,1,1,1,1,0,0.093682
